hood,pop_total,Gesamtbetrag der Einkünfte je Steuerpflichtigen in EUR (2013),income_group,Bevölkerungsdichte,Wohnfläche je Einwohner/-in in m² (2016),Preise für Grundstücke in EUR/m² (Jan 2017),Preise für Ein- bzw Zweifamilienhäuser in EUR/m² (Jan 2017),share_Bevölkerung,share_Unter 18-Jährige,share_65-Jährige und Ältere,share_Ausländerinnen und Ausländer,share_Ausländeranteil in %,share_Bevölkerung mit Migrationshintergrund,share_Unter 18-Jährige mit Migrationshintergrund,share_Haushalte,share_Einpersonenhaushalte,share_Haushalte mit Kindern,share_Alleinerziehende,share_Fläche in km²,share_Geburten,share_Sterbefälle,share_Zuzüge,share_Fortzüge,share_Wanderungssaldo,share_Sozialversicherungspflichtig Beschäftigte (Dez 2016),share_Beschäftigtenquote in % (Dez 2016),share_Arbeitslose (Dez 2016),share_Arbeitslosenanteil in % (Dez 2016),share_Jüngere Arbeitslose (Dez 2016),share_Arbeitslosenanteil Jüngerer in % (Dez 2016),share_Ältere Arbeitslose (Dez 2016),share_Arbeitslosenanteil Älterer in % (Dez 2016),share_Leistungsempfänger/-innen nach SGB II (Dez 2016),share_Unter 15-Jährige in Mindestsicherung (Dez 2016),share_Bedarfsgemeinschaften nach SGB II (Dez 2016),share_Lohn- und Einkommenssteuerpflichtige (2013),share_Wohngebäude (2016),share_Wohnungen (2016),share_Bezugsfertige Wohnungen (2016),share_Wohnungen in Ein- und Zweifamilienhäusern (2016),share_Wohnungsgröße in m² (2016),share_Sozialwohnungen (Jan 2017),share_Sozialwohnungsanteil in % (Jan 2017),share_Sozialwohnungen mit Bindungsauslauf bis 2022,share_Sozialwohnungen mit Bindungsauslauf bis 2022 in %,share_Kindergärten und Vorschulklassen (März 2017),share_Grundschulen (2016/2017),share_Schülerinnen und Schüler der Sekundarstufe I (2016/2017),share_Niedergelassene Ärzte (Jan 2017),share_Allgemeinärzte (Jan 2017),share_Zahnärzte (Dez 2016),share_Apotheken (Dez 2016),share_Private PKW (Jan 2017),share_PKW-Dichte (Jan 2017),share_age0_3,share_age3_6,share_age6_12,share_age12_18,share_age18_20,share_age20_30,share_age30_45,share_age45_60,share_age60_65,share_age+65,share_f,share_m
Jenfeld,25622,23975,0-30.000,5133.0,30.9,399.0,2890.0,1.0,0.19268597299196003,0.1810553430645539,0.22855358676137694,0.0008937631722738271,0.5538989930528452,0.14409491842947467,0.4953945827804231,0.2379595659979705,0.10834439153852159,0.032550152212942,0.00019514479743970025,0.011123253454062915,0.011123253454062915,0.12500975723987198,0.10647100148310046,0.018538755756771524,0.32608695652173914,0.0019319334946530326,0.057489657325735695,0.0003395519475450784,0.004917648895480447,0.0001444071501053782,0.010732963859183514,0.0003356490515962844,0.2059948481773476,0.06104129263913824,0.09655764577316368,0.3966513152759347,0.10315353992662556,0.42510342674264306,0.0014050425415658419,0.08121926469440324,0.0028413082507220354,0.05421122472874873,0.0004995706814456327,0.01498712044336898,0.0010771992818671455,0.0005854343923191007,0.00015611583795176022,0.06521739130434782,0.0012489267036140817,0.0005464054328311607,0.0006244633518070409,0.00019514479743970025,0.2957224260401218,0.011552572008430255,0.032159862618062605,0.030988993833424402,0.06478807274998048,0.06474904379049254,0.02287097025993287,0.15353992662555616,0.1890562797595816,0.20341893685114354,0.05737257044727188,0.1810553430645539,0.4919990633049723,0.5080009366950277
Kirchwerder,9804,39284,35.001-40.000,303.0,44.5,221.0,2444.0,1.0,0.1722766217870257,0.20032639738882088,0.07303141574867401,0.000744594043247654,0.12484700122399021,0.032843737250102,0.4569563443492452,0.15493676050591595,0.10699714402284782,0.01937984496124031,0.0032945736434108522,0.009383924928600572,0.008669930640554876,0.09740922072623419,0.05813953488372093,0.03926968584251326,0.4094247246022032,0.006344349245206039,0.0138718890248878,0.0002141982864137087,0.001937984496124031,0.0001835985312117503,0.001937984496124031,0.0001427988576091391,0.03172174622603019,0.0074459404324765405,0.018155854753161976,0.47613219094247244,0.28263973888208893,0.4179926560587515,0.006017951856385149,0.30895552835577317,0.010862913096695227,0.0026519787841697267,6.119951040391677e-05,0.0008159934720522236,0.003141574867401061,0.0007139942880456956,0.0002039983680130559,0.0587515299877601,0.0007139942880456956,0.0007139942880456956,0.0003059975520195838,0.0002039983680130559,0.5464096287229702,0.05569155446756426,0.028151774785801713,0.02631578947368421,0.05762953896368829,0.06017951856385149,0.023561811505507957,0.10669114647082824,0.18278253773969808,0.2575479396164831,0.056813545491636065,0.20032639738882088,0.4879640962872297,0.5120359037127703
Langenbek,4020,34231,30.001-35.000,5066.0,40.2,252.0,2109.0,1.0,0.14577114427860696,0.21990049751243781,0.09701492537313433,0.0024129353233830844,0.3037313432835821,0.06517412935323383,0.4982587064676617,0.19079601990049752,0.09601990049751244,0.0263681592039801,0.00019900497512437813,0.008706467661691543,0.009950248756218905,0.0736318407960199,0.0890547263681592,-0.015422885572139304,0.3925373134328358,0.014800995024875621,0.022388059701492536,0.0008457711442786069,0.0024875621890547263,0.0005472636815920398,0.006218905472636816,0.0008955223880597015,0.06542288557213931,0.018159203980099504,0.034328358208955224,0.4786069651741294,0.29701492537313434,0.4634328358208955,0.0,0.2808457711442786,0.021592039800995024,0.08756218905472637,0.004701492537313432,0.04900497512437811,0.013930348258706468,0.0002487562189054726,0.0,0.04800995024875622,0.0,0.0,0.0,0.0002487562189054726,0.44601990049751244,0.1109452736318408,0.023880597014925373,0.028606965174129355,0.04626865671641791,0.04701492537313433,0.029850746268656716,0.11293532338308458,0.15970149253731344,0.2517412935323383,0.08009950248756219,0.21990049751243781,0.5169154228855721,0.48308457711442787
Langenhorn,45586,30965,30.001-35.000,3410.0,35.1,332.0,2798.0,1.0,0.175865397271092,0.19521344272364322,0.1565831614969508,0.00034440398367919974,0.30974421971657967,0.08061685605229675,0.5011407010924407,0.24099504233755978,0.10106172947834861,0.02676260255341552,0.0002939498968981705,0.01112183565129645,0.009432720572105471,0.12444610187338218,0.11264423287851533,0.011801868994866845,0.3770675207300487,0.0012525775457377264,0.03525205106831045,0.00011626376519106743,0.003663405431492125,6.800333435703944e-05,0.006361602246303689,0.00011845742113806871,0.10676523494055193,0.02972403808186724,0.05486333523450182,0.4582986004475058,0.20322028693019786,0.46286140481726845,0.009849515202035712,0.1840038608344667,0.0016627912078269645,0.040385205984293425,0.00019084806738911068,0.005922871056903436,0.00032246742420918704,0.000548413986750318,0.00013161935682007634,0.053437458868950995,0.0020181634712411706,0.0004606677488702672,0.0004606677488702672,0.0001754924757601018,0.3648488571052516,0.008006844206554644,0.03270741016978897,0.03077699293642785,0.054336857807221514,0.05804413635765367,0.02417408853595402,0.13370332996972756,0.1986355460009652,0.22166893344447858,0.05073926205413943,0.19521344272364322,0.5044531215724126,0.49554687842758743
Lemsahl-Mellingstedt,6917,75191,70.001-80.000,864.0,52.4,447.0,3733.0,1.0,0.19415931762324706,0.19921931473182014,0.08558623680786469,0.0012433135752493855,0.17811189822177245,0.05392511204279312,0.41752204713025876,0.11898221772444702,0.11059707965881162,0.015758276709556165,0.001156570767673847,0.007806852681798468,0.005349139800491543,0.11478964869162932,0.07633367066647391,0.038455978025155414,0.31256324996385715,0.007011710279022697,0.013878849212086165,0.000318056961110308,0.001156570767673847,0.00014457134595923088,0.003903426340899234,0.0003614283648980772,0.025444556888824636,0.007228567297961544,0.013445135174208473,0.4519300274685557,0.3384415208905595,0.39757120138788493,0.002313141535347694,0.35651293913546334,0.01905450339742663,0.004192569032817696,0.000159028480555154,0.004192569032817696,0.014457134595923089,0.0005782853838369235,0.00014457134595923088,0.059418823189243894,0.00043371403787769266,0.00028914269191846175,0.00014457134595923088,0.00014457134595923088,0.5547202544455689,0.08023709700737314,0.02775769842417233,0.03151655341911233,0.0646233916437762,0.07026167413618621,0.027034841694376175,0.08457423738615007,0.15931762324707244,0.27020384559780253,0.06549081971953159,0.19921931473182014,0.5075899956628597,0.4924100043371404
Lohbrügge,39575,29127,0-30.000,3034.0,37.9,388.0,2826.0,1.0,0.15696778269109285,0.23850915982312065,0.12141503474415666,0.00030574857864813646,0.3862034112444725,0.08970309538850284,0.5251295009475679,0.25349336702463676,0.096424510423247,0.0279216677195199,0.00032849020846494,0.00952621604548326,0.01129500947567909,0.09121920404295641,0.08573594440934934,0.0054832596336070755,0.38526847757422616,0.001531269740998105,0.0318888186986734,0.00012634238787113077,0.0018445988629185092,4.295641187618446e-05,0.005988629185091598,0.00012381554011370815,0.10324699936828806,0.026961465571699306,0.05450410612760581,0.46074542008843966,0.14385344283006948,0.5063297536323437,0.0008591282375236892,0.11153506001263423,0.0018900821225521162,0.04184459886291851,0.0002097283638660771,0.024333543903979786,0.0014706253948199622,0.00032849020846494,0.00010107391029690461,0.05240682248894504,0.0011118130132659507,0.0004295641187618446,0.0006064434617814277,0.00017687934301958307,0.3676058117498421,0.009298799747315224,0.026632975363234366,0.02468730259001895,0.04907138344914719,0.056576121288692355,0.02114971572962729,0.13000631711939356,0.1833986102337334,0.21586860391661403,0.054099810486418196,0.23850915982312065,0.5224005053695515,0.47759949463044854
Lokstedt,28426,41778,40.001-45.000,5806.0,38.6,736.0,3922.0,1.0,0.1686484204601421,0.20386266094420602,0.13804263702244424,0.0004854710476324492,0.292900865404911,0.07320762682051643,0.5415112924787167,0.2922324632378808,0.10321536621402941,0.021986913389150778,0.0001723774009709421,0.01132765777809048,0.011081404348131992,0.1126785337367199,0.10958277633152748,0.0030957574051924293,0.38760289875466125,0.002096672060789418,0.02515302891718849,0.00013719833954830085,0.0018293111939773447,6.332231056075424e-05,0.004502919862098079,0.0001583057764018856,0.07004151129247872,0.0192781256596074,0.034721733624146905,0.5021107436853585,0.1117286990783086,0.5198761697037924,0.0007035812284528249,0.07489622176880321,0.0026102863575599806,0.010624076549637656,7.035812284528248e-05,0.004291845493562232,0.0014212340814747063,0.0007035812284528249,0.00014071624569056497,0.04488848237529023,0.0020755646239358333,0.0005980440441849011,0.0005980440441849011,0.0002462534299584887,0.33680433406036725,0.0118553436994301,0.034721733624146905,0.03229437838598466,0.05635685639907127,0.04527545205093928,0.018539365369731935,0.13389150777457257,0.22781960177302468,0.20291282628579468,0.044325617392527966,0.20386266094420602,0.5350383451769507,0.4649616548230493
Lurup,36053,26665,0-30.000,5730.0,34.2,445.0,3158.0,1.0,0.19909577566360637,0.18417330041882785,0.19471333869580895,0.000540870385266136,0.46656311541341916,0.12950378609269686,0.48622860788283917,0.21657004964912768,0.11391562421989848,0.03331206834382714,0.00017474273985521315,0.011843674590186669,0.01081740770532272,0.0888414278978171,0.0771641749646354,0.011677252933181705,0.35958172690206086,0.0015366266330125093,0.05023160347266524,0.0002135744598230383,0.005242282195656395,0.00012758993703713975,0.007572185393725904,0.00017751643413862925,0.17360552519901257,0.054724988211799296,0.0803539233905639,0.43638532160985216,0.15041744098965412,0.4424319751476992,0.0014700579702105233,0.14353867916678223,0.002141291986797215,0.07106204754112001,0.00044656477962998925,0.0210246026682939,0.0008210135078911603,0.000610212742351538,0.00011094777133664327,0.06429423348958478,0.0008043713421906637,0.00041605414251241226,0.0003328433140099298,0.0001386847141708041,0.3259368152442238,0.009042243363936426,0.034698915485535185,0.03395001802901284,0.06623581948797604,0.06421102266108229,0.022245028152996976,0.1298921032923751,0.19740382215072255,0.21551604582142955,0.05167392450004161,0.18417330041882785,0.5179596704851192,0.48204032951488085
Marienthal,13417,59131,50.001-60.000,4176.0,44.1,613.0,4091.0,1.0,0.15346202578817916,0.20943579041514496,0.12946262204665723,0.0009614667958560036,0.27554594916896474,0.06648282030260118,0.5285831407915331,0.2776328538421406,0.08899157784899754,0.0158753819780875,0.00023850339122009393,0.011850637251248417,0.011925169561004695,0.21420585823954685,0.18528732205411047,0.028918536185436387,0.3710218379667586,0.004158902884400387,0.025713646865916373,0.0002906760080494894,0.0017887754341507044,0.00011179846463441902,0.004770067824401879,0.00033539539390325707,0.04986211522695088,0.010658120295147946,0.030111053141536857,0.49347842289632554,0.1594246105686815,0.4893046135499739,0.002981292390251174,0.11753745248565253,0.006715361109040769,0.0018633077439069838,2.9812923902511742e-05,0.0,0.0,0.0006707907878065141,7.453230975627935e-05,0.04002385033912201,0.005291793992695834,0.0011925169561004696,0.0010434523365879108,0.0002981292390251174,0.39673548483267496,0.029589326973242902,0.030111053141536857,0.026906163822016844,0.048595065961094135,0.04784974286353134,0.027875083848848476,0.14243124394424983,0.21196988894685848,0.20809420883953195,0.04673175821718715,0.20943579041514496,0.5099500633524633,0.4900499366475367
Marmstorf,8850,36313,35.001-40.000,1515.0,43.1,323.0,2274.0,1.0,0.15322033898305085,0.29468926553672314,0.10033898305084746,0.0011299435028248588,0.25649717514124293,0.063954802259887,0.5244067796610169,0.22587570621468928,0.09819209039548023,0.023163841807909605,0.0006553672316384181,0.00711864406779661,0.01096045197740113,0.07966101694915254,0.07378531073446327,0.005875706214689265,0.34271186440677964,0.0066214689265536725,0.02,0.00038418079096045195,0.001016949152542373,0.00011299435028248587,0.003615819209039548,0.00035028248587570625,0.05468926553672317,0.015254237288135594,0.027344632768361583,0.5090395480225989,0.2514124293785311,0.4823728813559322,0.0011299435028248588,0.2401129943502825,0.010090395480225988,0.012429378531073447,0.0002937853107344633,0.0,0.0,0.00033898305084745765,0.00011299435028248587,0.05435028248587571,0.0007909604519774011,0.0005649717514124294,0.0006779661016949153,0.00022598870056497175,0.43954802259887005,0.04971751412429379,0.022598870056497175,0.02305084745762712,0.04824858757062147,0.059322033898305086,0.021016949152542375,0.09740112994350282,0.14564971751412428,0.23615819209039549,0.05186440677966102,0.29468926553672314,0.52,0.48
Moorfleet,1277,34387,30.001-35.000,292.0,35.3,199.0,,1.0,0.173061863743148,0.14956930305403288,0.16836335160532498,0.013155833985904464,0.27094753328112764,0.060297572435395456,0.4729835552075176,0.206734534064213,0.09397024275646046,0.018794048551292093,0.0034455755677368837,0.00548159749412686,0.00548159749412686,0.12059514487079091,0.11746280344557557,0.0031323414252153485,0.3727486296006265,0.04111198120595145,0.0274079874706343,0.0030540328895849646,0.0031323414252153485,0.0021143304620203605,0.006264682850430697,0.0040720438527799534,0.07361002349256068,0.017227877838684416,0.04306969459671104,0.442443226311668,0.2592012529365701,0.3484729835552075,0.0,0.278778386844166,0.0793265465935787,0.0,0.0,0.0,0.0,0.0,0.0,0.05559906029757244,0.0,0.0,0.0,0.0,0.5066562255285826,0.3970242756460454,0.030540328895849646,0.025841816758026624,0.05403288958496476,0.06264682850430697,0.02427564604541895,0.11041503523884104,0.22709475332811277,0.2552858261550509,0.060297572435395456,0.14956930305403288,0.45184025058731403,0.548159749412686
Neuallermöhe,23715,28633,0-30.000,5641.0,30.9,275.0,,1.0,0.2349989458148851,0.08252161079485558,0.16639257853679107,0.000699978916297702,0.6423782416192283,0.1833438751844824,0.4046384145055872,0.1208517815728442,0.13569470799072317,0.035800126502213786,0.00017710309930423784,0.012186379928315413,0.004090238245835969,0.06502213788741303,0.07935905545013705,-0.014336917562724014,0.41758380771663506,0.002433059245203458,0.040607210626185955,0.00023613746573898376,0.0018975332068311196,5.481762597512123e-05,0.006746784735399536,0.0002108370229812355,0.1827956989247312,0.06097406704617331,0.0741302972802024,0.3980602993885726,0.13413451402066204,0.382416192283365,0.0011385199240986717,0.10491250263546278,0.0034029095509171413,0.2116382036685642,0.0023318574741724644,0.034408602150537634,0.0006873286949188277,0.0003373392367699768,0.0001265022137887413,0.08121442125237191,0.0005903436643474594,0.0003373392367699768,0.0003373392367699768,8.43348091924942e-05,0.33122496310352095,0.01395741092135779,0.036306135357368756,0.03908918406072106,0.0784313725490196,0.08117225384777567,0.029981024667931688,0.14345351043643265,0.22433059245203457,0.23107737718743412,0.05363693864642631,0.08252161079485558,0.5087919038583175,0.4912080961416825
Neuenfelde,4954,32879,30.001-35.000,316.0,37.3,204.0,,1.0,0.21659265240209932,0.1469519580137263,0.30258377069035125,0.006116269681065806,0.4759790068631409,0.13584981832862333,0.4561970125151393,0.19014937424303593,0.11061768268066209,0.022809850625756963,0.003169156237383932,0.012111425111021397,0.004238998788857489,0.16935809446911587,0.11404925312878482,0.055308841340331046,0.3433589018974566,0.010294711344368187,0.043802987484860716,0.0013120710536939847,0.004238998788857489,0.0006459426725878079,0.006257569640694388,0.0012111425111021397,0.1344368187323375,0.04360113039967703,0.06338312474767864,0.3853451756156641,0.2085183689947517,0.39119903108599113,0.00020185708518368994,0.23778764634638677,0.019236980218005652,0.058740411788453774,0.0030278562777553493,0.0,0.0,0.0004037141703673799,0.00020185708518368994,0.07004440855874042,0.00020185708518368994,0.00020185708518368994,0.0006055712555510698,0.00020185708518368994,0.3817117480823577,0.07710940654016955,0.03895841744045216,0.03734356075898264,0.06782398062171982,0.0724666935809447,0.025635849818328622,0.1449333871618894,0.21659265240209932,0.2028663706096084,0.046427129592248685,0.1469519580137263,0.45962858296326203,0.540371417036738
Neuengamme,3691,40936,40.001-45.000,198.0,44.4,234.0,,1.0,0.17095638038471958,0.20509347060417232,0.0406393931183961,0.0011108100785694932,0.08805201842319155,0.022216201571389867,0.4559739907884042,0.1552424817122731,0.10647520997019778,0.01679761582227039,0.005039284746681117,0.008669737198591168,0.010566242210782985,0.07613112977512869,0.06610674613925765,0.010024383635871038,0.4053102140341371,0.01677052289352479,0.015984827959902467,0.0006502302898943376,0.0,0.0,0.002438363587103766,0.0004334868599295584,0.028447575182877268,0.006502302898943376,0.015984827959902467,0.48523435383364943,0.2823083175291249,0.41072879978325655,0.002167434299647792,0.30560823625033867,0.029287455973990788,0.00541858574911948,0.0003522080736927662,0.0,0.0,0.000541858574911948,0.0,0.059875372527770254,0.000270929287455974,0.000270929287455974,0.000541858574911948,0.0,0.5489027363858033,0.1487401788133297,0.02926036304524519,0.025467353020861554,0.05472771606610675,0.0615009482525061,0.020861555134109998,0.09726361419669466,0.1687889460850718,0.270929287455974,0.06610674613925765,0.20509347060417232,0.49959360606881603,0.5004063939311839
Neugraben-Fischbek,28991,31101,30.001-35.000,1287.0,36.5,266.0,2357.0,1.0,0.1926115001207271,0.2081680521541168,0.15808354316856957,0.0005449967231209686,0.44444827705149875,0.12124452416267117,0.46586871787796214,0.1814356179503984,0.108343968817909,0.027594770790935117,0.0007761029284950501,0.011658790659170087,0.009002793970542582,0.11931289020730572,0.08519885481701217,0.03411403539029354,0.35131592563209274,0.0019143872236211238,0.044324100582939535,0.00024145424442068228,0.003725294056776241,0.00011382842951260736,0.008312924700769204,0.00022420751267634783,0.14432065123659066,0.04080576730709531,0.06922838122175848,0.42392466627574077,0.1926459935842158,0.43003000931323515,0.006312303818426408,0.17650305267151875,0.002925045703839122,0.031389051774688696,0.00025180228346728293,0.007864509675416508,0.0008657859335655894,0.00044841502535269566,0.00013797385395467558,0.061570832327273985,0.0012762581490807492,0.0005174019523300334,0.0007243627332620469,0.0001724673174433445,0.35559311510468766,0.012279673001966128,0.033286192266565484,0.03183746680004139,0.062157221206581355,0.06533061984753889,0.023386568245317513,0.12272774309268393,0.1879893760132455,0.20599496395433065,0.05912179641957849,0.2081680521541168,0.5045703839122486,0.4954296160877514
Neustadt,12657,34521,30.001-35.000,5596.0,36.3,,,1.0,0.11377103579047168,0.14260883305680652,0.21395275341708145,0.0016907640041083985,0.37244212688630796,0.057043533222722605,0.6907640041083986,0.47965552658607885,0.07877064075215295,0.022912222485581103,0.00018171762660978115,0.011614126570277317,0.007663743383108161,0.15493402860077427,0.14569013194279845,0.009243896657975823,0.4429959706091491,0.004614047562613573,0.04448131468752469,0.0004661452160859604,0.0017381686023544283,0.00017381686023544286,0.009006873666745675,0.0006478628426957414,0.08588133048905744,0.014142371810065576,0.057754602196413055,0.5542387611598325,0.050406889468278426,0.5790471675752548,0.0,0.0052935134708066685,0.0049458797503357825,0.11234889784309078,0.0015327486766216322,0.05364620368175713,0.0037686655605593746,0.000711068973690448,7.90076637433831e-05,0.031050011851149563,0.013589318163861894,0.001501145611124279,0.005688551789523584,0.000711068973690448,0.2502962787390377,0.019751915935845778,0.030101919886228963,0.02156909220194359,0.03025993521371573,0.03184008848858339,0.012246187880224382,0.14561112427905507,0.3111321798214427,0.2244607726949514,0.050169866477048276,0.14260883305680652,0.475152089752706,0.5248479102472939
Niendorf,41836,41651,40.001-45.000,3369.0,42.4,515.0,3597.0,1.0,0.15723300506740606,0.26008700640596616,0.10474232718233101,0.00025098001721005834,0.2196433693469739,0.055693660961851035,0.5171861554641936,0.2450999139497084,0.09551582369251363,0.01888325843770915,0.00029639544889568795,0.00975236638301941,0.010636772157950091,0.10419256143034707,0.08581126302705804,0.018381298403289035,0.36102877904197345,0.0014150492398890908,0.019122287025528255,7.409886222392199e-05,0.0019839372788985564,5.019600344201167e-05,0.004302514580743857,8.605029161487715e-05,0.04013289989482742,0.008939669184434458,0.024476527392676164,0.4974423941103356,0.2025289224591261,0.4950282053733627,0.004278611721961947,0.17458648054307296,0.0020484749976097142,0.019385218472129265,9.322114924945024e-05,0.013815852375944163,0.0017042738311502056,0.000454154316856296,0.00011951429390955158,0.04766230041112917,0.0021512572903719285,0.0005019600344201167,0.0008605029161487714,0.00019122287025528253,0.42004493737451,0.010039200688402333,0.02791853905727125,0.026006310354718426,0.05191700927430921,0.05139114638110718,0.020006692800458935,0.10237594416292188,0.18104025241418872,0.22444784396213788,0.054809255186920355,0.26008700640596616,0.5240701787933837,0.4759298212066163
Nienstedten,7238,120716,>90.000,1653.0,55.0,1295.0,6419.0,1.0,0.20005526388505113,0.2555954683614258,0.10071843050566455,0.001395413097540757,0.1880353688864327,0.04973749654600718,0.4823155567836419,0.20972644376899696,0.11481072119369992,0.017269964078474715,0.0006079027355623101,0.0073224647692732795,0.010223818734457032,0.10500138159712628,0.0972644376899696,0.007736943907156673,0.2387399834208345,0.005678364189002487,0.012296214423873998,0.0002901353965183753,0.0004144791378833932,5.52638850511191e-05,0.0023487151146725613,0.00027631942525559546,0.0060790273556231,0.0008289582757667864,0.004559270516717325,0.4539928156949434,0.2496546007184305,0.44307819839734736,0.0022105554020447637,0.23570046974302294,0.01715943630837248,0.0,0.0,0.0,0.0,0.0011052777010223818,0.00013815971262779773,0.0671456203371097,0.0023487151146725613,0.00013815971262779773,0.0009671179883945841,0.00027631942525559546,0.5046974302293451,0.06977065487703786,0.023901630284609007,0.028599060513954132,0.07474440453163858,0.07281016855484941,0.024730588560375796,0.06272450953302017,0.15045592705167174,0.2576678640508428,0.0487703785576126,0.2555954683614258,0.5298424979276043,0.4701575020723957
Ochsenwerder,2540,38634,35.001-40.000,180.0,50.3,212.0,2637.0,1.0,0.16023622047244093,0.19409448818897637,0.09488188976377952,0.0037401574803149606,0.15590551181102363,0.04015748031496063,0.481496062992126,0.1767716535433071,0.1015748031496063,0.01811023622047244,0.005551181102362204,0.00826771653543307,0.014173228346456693,0.08818897637795275,0.07047244094488189,0.017716535433070866,0.4153543307086614,0.024409448818897637,0.012992125984251968,0.0007480314960629921,0.0,0.0,0.0031496062992125984,0.0009448818897637795,0.024803149606299212,0.007086614173228346,0.011811023622047244,0.49803149606299213,0.2763779527559055,0.4251968503937008,0.004330708661417323,0.2905511811023622,0.04653543307086614,0.0011811023622047244,0.00011811023622047244,0.0,0.0,0.0007874015748031496,0.0003937007874015748,0.06338582677165354,0.0007874015748031496,0.0007874015748031496,0.0,0.0,0.5885826771653543,0.23188976377952755,0.024803149606299212,0.02795275590551181,0.048031496062992125,0.0594488188976378,0.01968503937007874,0.11771653543307087,0.1921259842519685,0.26535433070866143,0.05078740157480315,0.19409448818897637,0.49724409448818896,0.502755905511811
Ohlsdorf,15794,39049,35.001-40.000,2206.0,38.2,617.0,4279.0,1.0,0.15822464226921615,0.17114093959731544,0.09826516398632391,0.0006204887932126124,0.21755096872229962,0.04919589717614284,0.5766113714068634,0.32468025832594655,0.09991135874382677,0.02260352032417374,0.0004558693174623275,0.011080157021653792,0.007407876408762821,0.1258072685830062,0.10624287704191465,0.019564391541091554,0.4188299354185134,0.003836900088641256,0.02880840825629986,0.000265923768519691,0.00265923768519691,0.00017728251234646068,0.005128529821451184,0.0002975813600101304,0.06204887932126124,0.01386602507281246,0.038875522350259595,0.5776877295175383,0.1503102443966063,0.519311130809168,0.008357604153476004,0.1075724958845131,0.00465999746739268,0.029124984171204255,0.00035456502469292136,0.011586678485500823,0.0025199442826389765,0.0006331518298087882,0.0,0.046220083576041536,0.0008230973787514246,0.0004432062808661517,0.0004432062808661517,0.0002532607319235153,0.35063948334810685,0.022223629226288465,0.03096112447764974,0.026465746486007344,0.05761681651259972,0.04318095479295935,0.015828795745219705,0.14112954286437887,0.23261998227174877,0.23597568696973534,0.04508041028238571,0.17114093959731544,0.5107002659237685,0.4892997340762315
Osdorf,26140,43177,40.001-45.000,3605.0,40.1,786.0,4523.0,1.0,0.20003825554705432,0.2260902830910482,0.17299158377964804,0.0006618209640397857,0.391354246365723,0.11208875286916603,0.4990818668706963,0.23270849273144606,0.113389441469013,0.03270849273144606,0.000279265493496557,0.009755164498852333,0.012280030604437643,0.12272379495026779,0.13653404743687836,-0.013810252486610558,0.31759755164498854,0.0020045906656465185,0.040244835501147665,0.000252486610558531,0.003787299158377965,0.00014154552410099465,0.006465187452180566,0.0002142310635042081,0.13886763580719205,0.042807957153787296,0.06568477429227237,0.4392501912777353,0.15394032134659524,0.47482785003825556,0.0004590665646518745,0.12769701606732975,0.003228768171384851,0.045906656465187455,0.00037107880642693185,0.026090283091048203,0.002172915072685539,0.0005355776587605203,0.0001530221882172915,0.06675592960979342,0.0025631216526396327,0.0006885998469778118,0.0005355776587605203,0.00022953328232593726,0.3506885998469778,0.01342769701606733,0.03167559296097934,0.034123947972456006,0.06828615149196633,0.06595256312165264,0.020045906656465187,0.10711553175210406,0.1824024483550115,0.21239479724560062,0.05191277735271614,0.2260902830910482,0.5246365723029839,0.47536342769701606
Othmarschen,14893,108258,>90.000,2504.0,52.8,1431.0,6485.0,1.0,0.20042973208890083,0.21372456858927014,0.12052642180890351,0.0008124622305781239,0.23984422211777345,0.06835426039078762,0.4735781910964883,0.19740817833881688,0.11817632444772712,0.015510642583764184,0.0003961592694554489,0.01262338011146176,0.010340428389176122,0.11126032364197945,0.09561538978043375,0.015644933861545692,0.3066541328140737,0.003357281944537702,0.012354797555898744,0.0001342912777815081,0.0005371651111260324,4.0287383334452426e-05,0.0025515342778486536,0.0001611495333378097,0.024843886389578997,0.007251729000201437,0.013026253944806285,0.47377962801316054,0.1837776136439938,0.46766937487410193,0.007788894111327469,0.15785939703216276,0.0075874571946552075,0.010541865305848386,0.0001544349694487343,0.0,0.0,0.0010743302222520647,0.00020143691667226215,0.05277647216813268,0.002618679916739408,0.0005371651111260324,0.0004700194722352783,0.0001342912777815081,0.4421540320956154,0.029678372389713287,0.040354528973343184,0.03552004297320889,0.06761565836298933,0.05693950177935943,0.01873363325052038,0.08762505875243402,0.21278452964479957,0.21869334586718592,0.04800913180688914,0.21372456858927014,0.5209830121533606,0.4790169878466394
