hood,pop_total,Gesamtbetrag der Einkünfte je Steuerpflichtigen in EUR (2013),income_group,Bevölkerungsdichte,Wohnfläche je Einwohner/-in in m² (2016),Preise für Grundstücke in EUR/m² (Jan 2017),Preise für Ein- bzw Zweifamilienhäuser in EUR/m² (Jan 2017),share_Bevölkerung,share_Unter 18-Jährige,share_65-Jährige und Ältere,share_Ausländerinnen und Ausländer,share_Ausländeranteil in %,share_Bevölkerung mit Migrationshintergrund,share_Unter 18-Jährige mit Migrationshintergrund,share_Haushalte,share_Einpersonenhaushalte,share_Haushalte mit Kindern,share_Alleinerziehende,share_Fläche in km²,share_Geburten,share_Sterbefälle,share_Zuzüge,share_Fortzüge,share_Wanderungssaldo,share_Sozialversicherungspflichtig Beschäftigte (Dez 2016),share_Beschäftigtenquote in % (Dez 2016),share_Arbeitslose (Dez 2016),share_Arbeitslosenanteil in % (Dez 2016),share_Jüngere Arbeitslose (Dez 2016),share_Arbeitslosenanteil Jüngerer in % (Dez 2016),share_Ältere Arbeitslose (Dez 2016),share_Arbeitslosenanteil Älterer in % (Dez 2016),share_Leistungsempfänger/-innen nach SGB II (Dez 2016),share_Unter 15-Jährige in Mindestsicherung (Dez 2016),share_Bedarfsgemeinschaften nach SGB II (Dez 2016),share_Lohn- und Einkommenssteuerpflichtige (2013),share_Wohngebäude (2016),share_Wohnungen (2016),share_Bezugsfertige Wohnungen (2016),share_Wohnungen in Ein- und Zweifamilienhäusern (2016),share_Wohnungsgröße in m² (2016),share_Sozialwohnungen (Jan 2017),share_Sozialwohnungsanteil in % (Jan 2017),share_Sozialwohnungen mit Bindungsauslauf bis 2022,share_Sozialwohnungen mit Bindungsauslauf bis 2022 in %,share_Kindergärten und Vorschulklassen (März 2017),share_Grundschulen (2016/2017),share_Schülerinnen und Schüler der Sekundarstufe I (2016/2017),share_Niedergelassene Ärzte (Jan 2017),share_Allgemeinärzte (Jan 2017),share_Zahnärzte (Dez 2016),share_Apotheken (Dez 2016),share_Private PKW (Jan 2017),share_PKW-Dichte (Jan 2017),share_age0_3,share_age3_6,share_age6_12,share_age12_18,share_age18_20,share_age20_30,share_age30_45,share_age45_60,share_age60_65,share_age+65,share_f,share_m
Eidelstedt,32403,30938,30.001-35.000,3715.0,36.6,455.0,2869.0,1.0,0.1630095978767398,0.22263370675554733,0.15936795975681264,0.0004906953059901861,0.34891831003302165,0.08949788599821004,0.5338085979693238,0.26358670493472824,0.10070055241798599,0.026417307039471653,0.0002684936579946301,0.010832330339783354,0.00956701539980866,0.09949696015801006,0.08931271795821374,0.010184242199796315,0.37743418819245134,0.0018208190599635836,0.03638551985927229,0.00017590963799648182,0.0038576674999228466,0.00011727309199765453,0.006388297379872234,0.00016665123599666698,0.10826158071783477,0.0304601425793908,0.05511835323889763,0.47452396383050954,0.1561892417368762,0.4865598864302688,0.003178718019936426,0.13492577847730147,0.0023238589019535225,0.04033577137919329,0.00025614912199487704,0.0032095793599358083,0.0002468907199950622,0.00030861339999382773,0.00015430669999691386,0.04913125327901738,0.0016665123599666697,0.0004937814399901244,0.0005863654599882727,0.00018516803999629665,0.35610900225287784,0.010986637039780268,0.03166373483936673,0.02857760083942845,0.051908773878961825,0.050859488318982814,0.020430207079591395,0.1248649816375027,0.20223436101595532,0.21405425423571892,0.05277289139894454,0.22263370675554733,0.5124216893497515,0.4875783106502484
Eilbek,21505,32559,30.001-35.000,12279.0,38.0,926.0,,1.0,0.11536851894908161,0.15903278307370378,0.1455010462683097,0.0006789118809579168,0.30099976749593116,0.06235759125784701,0.6627295977679609,0.4394791908858405,0.07472680771913509,0.01929783771215996,8.370146477563358e-05,0.012601720530109276,0.008184143222506393,0.1378749128109742,0.1321088119042083,0.005766100906765869,0.48914205998604976,0.0030737037898163214,0.034829109509416416,0.00021855382469193211,0.0019995349918623577,0.00010230179028132993,0.006417112299465241,0.0003115554522204139,0.0774703557312253,0.01864682631946059,0.045059288537549404,0.5672634271099745,0.07170425482445943,0.6072541269472216,0.0023715415019762848,0.009114159497791211,0.0029063008602650546,0.02027435480120902,0.00015345268542199487,0.0013950244129272262,0.00032085561497326203,0.0006045105789351313,0.0001395024412927226,0.02873750290630086,0.0016740292955126715,0.0006045105789351313,0.0011625203441060219,0.0001395024412927226,0.2951406649616368,0.013717740060451058,0.031202046035805626,0.020553359683794466,0.03468960706812369,0.028923506161357825,0.011485700999767496,0.19493141129969774,0.28416647291327596,0.19274587305277843,0.04226923971169495,0.15903278307370378,0.5226226458963031,0.4773773541036968
Eimsbüttel,57055,37536,35.001-40.000,17688.0,38.2,1451.0,,1.0,0.12605380772938393,0.1253001489790553,0.11995442993602665,0.00021032337218473404,0.23044430812374025,0.040978003680659014,0.6741039347997546,0.45542020857067744,0.08717903777057226,0.02276750503899746,5.6086232582595745e-05,0.014880378582069932,0.006134431688721409,0.12160196301814039,0.12505477171150645,-0.0034528086933660503,0.4673034790991149,0.0010744018929103496,0.0302865655946017,7.010779072824468e-05,0.0012969941284725266,2.9795811059503987e-05,0.004890018403295066,8.588204364209973e-05,0.04630619577600561,0.007484006660240119,0.03268775742704408,0.5694855840855315,0.05701516080974498,0.5981421435457015,0.0002979581105950399,0.0054158268337569015,0.0011199719568837088,0.01167294715625274,3.505389536412234e-05,0.00464464113574621,0.0006975725177460344,0.0011041977039698537,0.00014021558145648936,0.03160108667075629,0.004872491455613005,0.000613443168872141,0.0009990360178774866,0.00021032337218473404,0.26618175444746295,0.004662168083428271,0.034440452195250194,0.0233809482078696,0.03887476995881167,0.02935763736745246,0.011077030935062659,0.16293050565244063,0.3197441065638419,0.20923670142844625,0.04565769871176935,0.1253001489790553,0.5311716764525458,0.4688283235474542
Eißendorf,24324,32988,30.001-35.000,2917.0,38.8,307.0,2604.0,1.0,0.16748889985199802,0.21061503042262786,0.1658855451406019,0.0006824535438250288,0.37123828317710905,0.09447459299457327,0.5338348955763854,0.2649235323137642,0.1019980266403552,0.026640355204736062,0.0003412267719125144,0.010360138135175136,0.00863344844597928,0.10356026969248479,0.09500904456503864,0.008551225127446143,0.36984048676204573,0.002339253412267719,0.03757605656964315,0.00023844762374609438,0.00328893274132544,0.00011922381187304719,0.00534451570465384,0.00019322479855286961,0.11067258674560106,0.03202598256865647,0.05414405525407005,0.4747985528695938,0.17534122677191252,0.4950254892287453,0.0035767143561914157,0.14923532313764185,0.0032190429205722743,0.027709258345666832,0.00023022529189278078,0.009085676697911528,0.0013484624239434302,0.000328893274132544,8.2223318533136e-05,0.05340404538727183,0.00061667488899852,0.00037000493339911197,0.000328893274132544,8.2223318533136e-05,0.36379707284986024,0.014964643973030751,0.02997039960532807,0.029312613057062984,0.05393849695773721,0.05426739023186976,0.0195280381516198,0.14487748725538563,0.19511593487913173,0.21098503535602697,0.05138957408321,0.21061503042262786,0.513320177602368,0.48667982239763197
Eppendorf,24387,58438,50.001-60.000,9136.0,46.1,2348.0,5926.0,1.0,0.13704022635010457,0.18661581990404724,0.09529667445770287,0.00038955181039078196,0.20027063599458728,0.038873170131627506,0.6230778693566245,0.3870504777135359,0.09037602001066142,0.019846639603067207,0.00011071472505843278,0.014187886988969533,0.00914421618075204,0.12654283019641613,0.127239922909747,-0.000697092713330873,0.42243818427850904,0.0025054332226186085,0.01976462869561652,0.00011891581580350186,0.0009021199819576004,4.510599909788002e-05,0.004141550826259893,0.00016812236027391643,0.0226350104563907,0.0027063599458728013,0.016976257842293025,0.5416820437118137,0.06671587321113708,0.5769467339156108,0.0004920654447041457,0.01529503423955386,0.0032804362980276376,0.027227621273629394,0.00019272563250912373,0.006068807151351129,0.000914421618075204,0.0005330708984294911,0.00012301636117603641,0.03317341206380449,0.006355845327428548,0.0010661417968589823,0.0018452454176405462,0.0004100545372534547,0.3282896625251158,0.013449788821913314,0.035756755648501254,0.025013326772460737,0.04244064460573256,0.03382949932341001,0.014269897896420225,0.14356009349243448,0.2682986837249354,0.2051502849879034,0.04506499364415467,0.18661581990404724,0.5472587854184606,0.4527412145815393
Farmsen-Berne,34634,31603,30.001-35.000,4210.0,36.7,444.0,2713.0,1.0,0.17289368828318993,0.20202690997285905,0.11407865103655368,0.0003291563203788185,0.2980019633885777,0.07792920251775712,0.5099035629728013,0.24057284749090488,0.10870820580932032,0.02861350118380782,0.0002367615637812554,0.010481030201536063,0.01071201709302997,0.09389617139227349,0.10169197898019287,-0.007795807587919386,0.39695097303228044,0.0017526130392100249,0.031905064387596,0.00014147947104001848,0.002223248830628862,6.352139516082463e-05,0.0061500259860252935,0.00014436680718369233,0.10174972570306635,0.029595195472656925,0.05061500259860253,0.4846104983542184,0.18528036033955073,0.48224288271640586,0.001992261939134954,0.16463590691228272,0.002197262805335797,0.03438817347115551,0.0002050008662008431,0.0020211353005716924,0.00017035283247675696,0.0006063405901715077,0.00017324016862043078,0.05852630363226887,0.0009816942888491078,0.0003753536986776,0.0004908471444245539,0.00014436680718369233,0.3838135935785644,0.01108737079170757,0.030923370098746895,0.028353640930877173,0.056938268753248256,0.056678408500317606,0.02070220015014148,0.1143962580123578,0.20886989663336605,0.2266847606398337,0.054426286308252005,0.20202690997285905,0.5174972570306635,0.4825027429693365
Francop,672,35782,35.001-40.000,76.0,48.4,209.0,,1.0,0.16517857142857142,0.18601190476190477,0.08333333333333333,0.012351190476190477,0.13392857142857142,0.01636904761904762,0.47619047619047616,0.1800595238095238,0.09821428571428571,0.025297619047619048,0.013095238095238096,0.01488095238095238,0.008928571428571428,0.07589285714285714,0.125,-0.049107142857142856,0.4166666666666667,0.090625,0.013392857142857142,0.002976190476190476,0.0,0.0,0.0,0.0,0.03720238095238095,0.010416666666666666,0.017857142857142856,0.5297619047619048,0.2916666666666667,0.4895833333333333,0.0,0.35267857142857145,0.14717261904761905,0.0,0.0,0.0,0.0,0.0,0.0,0.050595238095238096,0.001488095238095238,0.0,0.0,0.0,0.5372023809523809,0.7991071428571429,0.025297619047619048,0.028273809523809524,0.052083333333333336,0.05952380952380952,0.023809523809523808,0.11904761904761904,0.20833333333333334,0.23809523809523808,0.05952380952380952,0.18601190476190477,0.4523809523809524,0.5476190476190477
Fuhlsbüttel,12590,39526,35.001-40.000,1619.0,41.0,548.0,3774.0,1.0,0.1555996822875298,0.20023828435266083,0.12390786338363781,0.0009849086576648133,0.2244638602065131,0.05003971405877681,0.5606036536934075,0.3071485305798253,0.0943606036536934,0.023272438443208896,0.0006195393169181891,0.012470214455917394,0.010484511517077045,0.12184273232724384,0.11525019857029388,0.00659253375694996,0.41056393963463067,0.004868943606036537,0.026846703733121525,0.0003177124702144559,0.0025416997617156473,0.00019857029388403494,0.005401111993645751,0.00038919777601270855,0.07061159650516283,0.016282764098490866,0.04209690230341541,0.5154884829229547,0.16409849086576647,0.5357426528991263,0.005639396346306592,0.12065131056393963,0.0060762509928514695,0.013423351866560762,0.00019857029388403494,0.0,0.0,0.0005559968228752979,0.00015885623510722796,0.04630659253375695,0.0019857029388403494,0.0003971405877680699,0.0011914217633042098,0.0003177124702144559,0.37569499602859413,0.029864972200158855,0.02938840349483717,0.026846703733121525,0.050833995234312944,0.048530579825258144,0.019936457505957107,0.13780778395552026,0.21382049245432883,0.22295472597299443,0.049642573471008734,0.20023828435266083,0.512152501985703,0.48784749801429705
HafenCity,3275,93206,>90.000,1350.0,36.9,,,1.0,0.20213740458015267,0.0934351145038168,0.3279389312977099,0.010015267175572518,0.4549618320610687,0.13404580152671755,0.48458015267175575,0.19755725190839696,0.11022900763358778,0.01648854961832061,0.000732824427480916,0.01984732824427481,0.0024427480916030535,0.406412213740458,0.1270229007633588,0.27938931297709924,0.3419847328244275,0.014351145038167938,0.020763358778625954,0.0008854961832061068,0.0030534351145038168,0.0009465648854961832,0.00183206106870229,0.0006717557251908398,0.08702290076335878,0.03114503816793893,0.03572519083969466,0.383206106870229,0.02381679389312977,0.39572519083969465,0.023206106870229008,0.00183206106870229,0.028458015267175573,0.0024427480916030535,0.000183206106870229,0.0,0.0,0.000916030534351145,0.0003053435114503817,0.01465648854961832,0.003969465648854962,0.0015267175572519084,0.0012213740458015267,0.0003053435114503817,0.2784732824427481,0.08488549618320611,0.05343511450381679,0.04519083969465649,0.0583206106870229,0.04519083969465649,0.01648854961832061,0.14045801526717558,0.31419847328244277,0.19755725190839696,0.03572519083969466,0.0934351145038168,0.452824427480916,0.547175572519084
Hamburg-Altstadt,2257,31336,30.001-35.000,1736.0,43.3,,,1.0,0.11608329641116526,0.10988037217545414,0.22950819672131148,0.0101905183872397,0.42755870624723086,0.07797961896322551,0.6482055826318122,0.3987594151528578,0.08285334514842711,0.021710234824988923,0.0005759858218874613,0.014621178555604785,0.005316792202038104,0.26406734603455917,0.11253876827647319,0.15152857775808595,0.48515728843597694,0.027381479840496232,0.038546743464776254,0.0021710234824988926,0.003544528134692069,0.0021710234824988926,0.004430660168365086,0.002303943287549845,0.10057598582188747,0.023925564909171467,0.056712450155073105,0.8648648648648649,0.043420469649977846,0.5937084625609216,0.047408063801506424,0.007532122286220647,0.03234381922906513,0.09481612760301285,0.007089056269384138,0.033673017279574655,0.015728843597696055,0.00044306601683650863,0.0,0.024368630926007974,0.07044749667700487,0.01993797075764289,0.01949490474080638,0.003987594151528578,0.3114754098360656,0.13779353123615418,0.04164820558263181,0.01860877270713336,0.028799291094373063,0.02702702702702703,0.00974745237040319,0.17058041648205582,0.34027470093043866,0.2153300841825432,0.03810367744793974,0.10988037217545414,0.4740806380150642,0.5259193619849357
Hamm,38136,25745,0-30.000,9807.0,35.9,367.0,,1.0,0.11403922802601217,0.14380113278791692,0.17983008181246066,0.0004719949653870359,0.34838472834067546,0.07058946926788337,0.676762114537445,0.46119152506817707,0.07397209985315713,0.023494860499265784,0.00010226557583385777,0.012848751835535976,0.00815502412418712,0.12956261799874136,0.14020872666247117,-0.010646108663729809,0.4885672330606251,0.0016913152926368786,0.04229599328718271,0.00014684287812041116,0.0022288651143276693,5.506607929515419e-05,0.006398153975246486,0.00017830920914621353,0.10488777008600797,0.02554017201594294,0.06135934550031466,0.5573473882945249,0.060703796937277114,0.610945038808475,0.0020190895741556535,0.006739039228026012,0.0015392280260121672,0.030863226347807846,0.00013373190685966014,0.0008915460457310678,7.604363331235578e-05,0.0003933291378225299,0.00010488777008600797,0.031073001887979863,0.0007342143906020558,0.0002884413677365219,0.0007079924480805538,0.00018355359765051394,0.26940423746591147,0.0070537025382840365,0.029657016991818753,0.020348227396685546,0.0342720788756031,0.02976190476190476,0.01329452485840151,0.22073631214600378,0.28479651772603315,0.18224250052443886,0.04108978393119362,0.14380113278791692,0.5030417453324942,0.49695825466750576
Hammerbrook,4067,19468,0-30.000,1629.0,23.2,788.0,,1.0,0.13720186869928694,0.03122694861076961,0.554954511925252,0.013646422424391444,0.685025817555938,0.12515367592820262,0.4406196213425129,0.3058765674944677,0.0378657487091222,0.010327022375215147,0.0006147037128104253,0.010572903860339317,0.0012294074256208507,0.7069092697319892,0.306368330464716,0.4005409392672732,0.36857634620113106,0.010622080157364152,0.06983034177526433,0.002016228178018195,0.007130563068600934,0.0007622326038849275,0.007868207523973445,0.003688222276862552,0.210966314236538,0.042045733956233095,0.13720186869928694,0.29481190066388,0.0189328743545611,0.4125891320383575,0.14851241701499876,0.0014752889107450208,0.013843127612490779,0.05384804524219326,0.003221047455126629,0.0,0.0,0.0009835259404966806,0.00024588148512417015,0.027292844848782888,0.0,0.0,0.003196459306614212,0.0,0.12466191295795427,0.03073518564052127,0.03098106712564544,0.024834029997541186,0.041553970985984755,0.03983280059011556,0.029751659700024587,0.3761986722399803,0.27538726333907054,0.12613720186869928,0.024096385542168676,0.03122694861076961,0.3796410130317187,0.6203589869682813
Harburg,26098,20773,0-30.000,6540.0,29.1,283.0,2544.0,1.0,0.15955245612690627,0.10663652387156104,0.4078856617365315,0.00156333818683424,0.5961376350678212,0.13115947582190207,0.5419572381025366,0.3367307839681202,0.08379952486780597,0.025250977086366772,0.0001532684496896314,0.015786650318032034,0.007088665798145452,0.2753850869798452,0.23227833550463636,0.04310675147520883,0.3695302322017013,0.0018737067974557437,0.058970036018085675,0.0002988734768947812,0.005555981301249138,0.00013410989347842746,0.007088665798145452,0.00034102230055942984,0.19694995785117633,0.05628783814851713,0.1020384703808721,0.36397425090045216,0.060272817840447544,0.4769714154341329,0.010460571691317342,0.010882059927963829,0.0023335121465246377,0.04647865736838072,0.0003716759904973561,0.008927887194421029,0.0007356885585102307,0.0005747566863361177,3.831711242240785e-05,0.041037627404398806,0.006705494673921373,0.0012644647099394589,0.0022990267453444706,0.0005364395739137098,0.1870641428461951,0.007165300022990267,0.03804889263545099,0.02992566480190053,0.0478580734155874,0.04371982527396735,0.024331366388228984,0.2610544869338647,0.24959767031956473,0.16526170587784506,0.033565790482029276,0.10663652387156104,0.4550157100160932,0.5449842899839068
Harvestehude,17822,111088,>90.000,8691.0,54.5,3771.0,8352.0,1.0,0.1566041970598137,0.20418583772864998,0.12781954887218044,0.000718213444057906,0.25765907305577374,0.05296824149927056,0.6066659185276624,0.36140724946695096,0.09617326899337897,0.020929188643249916,0.0001178318931657502,0.011390416339355853,0.008360453372236561,0.13174727864437213,0.11609246998092246,0.01565480866344967,0.316855571765234,0.0026764672876220404,0.02356637863315004,0.00019638648860958367,0.0007855459544383347,5.049938278532151e-05,0.004376613174727865,0.00021321961620469082,0.036415666030748514,0.005835484232970486,0.025193580967343733,0.5180675569520817,0.07552463247671418,0.5628436763550668,0.0,0.029794635843339693,0.005431489170687914,0.004208281898776793,3.927729772191673e-05,0.001795533610144765,0.002395915161036921,0.0010660980810234541,5.6110425317023906e-05,0.0434294691953765,0.007967680395017395,0.0008416563797553585,0.002693300415217147,0.0002805521265851195,0.38486140724946694,0.021602513747054203,0.03187072158006958,0.024688587139490518,0.05223880597014925,0.047806082370104364,0.016215912916619907,0.11474581977331388,0.22494669509594883,0.2314555044327236,0.051846032992930086,0.20418583772864998,0.5227247222533947,0.47727527774660533
Hausbruch,16862,31023,30.001-35.000,1715.0,35.8,238.0,2554.0,1.0,0.18989443719606214,0.1999169730755545,0.1465425216463053,0.0008717827066777369,0.5277547147432096,0.133317518681058,0.44947218598031075,0.16463053018621754,0.11095955402680584,0.027576799905112085,0.0005811884711184913,0.00925157158106986,0.00859921717471237,0.07662199027398885,0.07430909737872139,0.002312892895267465,0.368817459376112,0.0033744514292491992,0.04406357490214684,0.00040327363302099397,0.003261772031787451,0.00015419285968449768,0.008777132012809868,0.00037955165460799433,0.1523544063574902,0.04501245403866683,0.06796346815324399,0.43583204839283596,0.1741786264974499,0.4253350729450836,0.000533744514292492,0.15875934052900012,0.004999406950539675,0.06808207804530898,0.0009488791365199858,0.004269956114339936,0.0003736211600047444,0.000533744514292492,5.930494603249911e-05,0.07158106986122642,0.0009488791365199858,0.00023721978412999644,0.0006523544063574903,0.00011860989206499822,0.3615229510141146,0.021468390463764676,0.030364132368639545,0.02739888506701459,0.05835606689597912,0.07377535286442889,0.028407069149567074,0.11623769422369826,0.17518681058000238,0.22915431146957657,0.061202704305539084,0.1999169730755545,0.5138180524255723,0.48618194757442773
Heimfeld,21798,30132,30.001-35.000,1676.0,34.5,314.0,2468.0,1.0,0.17139187081383614,0.15767501605651896,0.23492981007431873,0.001078080557849344,0.4375172034131572,0.10510138544820626,0.5525277548398936,0.30502798421873567,0.10459675199559593,0.027800715661987337,0.0005963849894485732,0.012524084778420038,0.00940453252591981,0.15661987338287917,0.13941646022570878,0.01720341315717038,0.39870630333058077,0.0026195063767318104,0.04179282502981925,0.0002752546105147261,0.0038535645472061657,0.00013762730525736306,0.005596843747132764,0.00027066703367281404,0.1250573447105239,0.03367281401963483,0.06651986420772547,0.4401779979814662,0.1134966510689054,0.48403523259014586,0.0004587576841912102,0.07014404991283604,0.003275529865125241,0.06821726763923296,0.0006468483347096064,0.005642719515551885,0.0003807688778787045,0.00036700614735296817,9.175153683824204e-05,0.052344251766217084,0.0011468942104780255,0.00036700614735296817,0.0005963849894485732,0.00013762730525736306,0.2868153041563446,0.013166345536287732,0.033856317093311314,0.03014037985136251,0.05555555555555555,0.051839618313606756,0.022754381135884027,0.1837324525185797,0.2335535370217451,0.18845765666574915,0.04243508578768694,0.15767501605651896,0.49481603816863934,0.5051839618313607
Hoheluft-Ost,9584,52006,50.001-60.000,16948.0,45.5,2152.0,6066.0,1.0,0.12969532554257096,0.1584933222036728,0.10423622704507512,0.0010851419031719532,0.2157762938230384,0.03662353923205342,0.6551544240400667,0.416110183639399,0.0907762938230384,0.022120200333889815,6.260434056761268e-05,0.01575542570951586,0.006782136894824708,0.13032136894824708,0.12228714524207011,0.008034223706176962,0.43885642737896496,0.0062708681135225375,0.025563439065108513,0.00036519198664440735,0.0,0.0,0.006156093489148581,0.0005634390651085143,0.03015442404006678,0.003964941569282137,0.02378964941569282,0.5406928213689483,0.0659432387312187,0.6258347245409015,0.0,0.009599332220367279,0.007575125208681134,0.011060100166944907,0.00018781302170283807,0.0,0.0,0.0006260434056761269,0.0,0.03328464106844741,0.01951168614357262,0.005321368948247079,0.0018781302170283807,0.00041736227045075126,0.32762938230383976,0.034223706176961605,0.03672787979966611,0.021389816360601003,0.03787562604340568,0.03370200333889816,0.009808013355592655,0.13741652754590986,0.2849540901502504,0.22683639398998331,0.05279632721202003,0.1584933222036728,0.5402754590984975,0.4597245409015025
Hoheluft-West,13089,42169,40.001-45.000,18191.0,40.0,1692.0,6066.0,1.0,0.1281228512491405,0.13476965390786155,0.10512644205057682,0.0008022003208801283,0.20299488119795248,0.03399801359920544,0.6670486668194667,0.44121017648407057,0.09145083658033464,0.02337840935136374,5.3480021392008556e-05,0.01337000534800214,0.007258002903201161,0.1337764535105814,0.14302085720834287,-0.009244403697761479,0.4713881885552754,0.004782641913056765,0.022003208801283522,0.00022156008862403545,0.00045840018336007336,4.5840018336007336e-05,0.0045840018336007335,0.0003590801436320575,0.027656811062724426,0.003743601497440599,0.02131560852624341,0.6037130414852165,0.06066162426464971,0.6040950416380166,0.0027504011001604402,0.008327603331041333,0.005065322026128811,0.0009168003667201467,1.5280006112002444e-05,0.0,0.0,0.0006876002750401101,7.640003056001223e-05,0.032852013140805256,0.002368400947360379,0.0006112002444800978,0.0008404003361601345,0.00022920009168003668,0.2851249140499656,0.021774008709603485,0.03445641378256551,0.0243716097486439,0.03911681564672626,0.030178012071204827,0.011383604553441822,0.162426464970586,0.3081977232790893,0.2075024830009932,0.04759721903888762,0.13476965390786155,0.5322026128810452,0.46779738711895485
Hohenfelde,9886,39541,35.001-40.000,8561.0,39.4,1475.0,,1.0,0.11895609953469553,0.16326117742261784,0.18814485130487557,0.0019016791422213231,0.35868905522961764,0.07222334614606514,0.6300829455796075,0.4114909973700182,0.0707060489581226,0.014970665587699777,0.0001213837750354036,0.013655674691482905,0.010115314586283633,0.19583249039045114,0.15314586283633422,0.04268662755411693,0.4295974104794659,0.00592757434756221,0.030952862634027918,0.0004248432126239126,0.0014161440420797087,0.00014161440420797086,0.00495650414727898,0.0005462269876593162,0.072931418167105,0.015881043900465304,0.042383168116528425,0.5169937285049565,0.06939105806190572,0.5824398138782116,0.010823386607323487,0.014464899858385595,0.006837952660327736,0.009002629981792434,0.0001517297187942545,0.0,0.0,0.000303459437588509,0.0,0.02670443050778879,0.003641513251062108,0.0011126846044911996,0.0014161440420797087,0.00020230629172567267,0.2737204127048351,0.027715961966417155,0.033785150718187336,0.02174792636050981,0.034594375885090026,0.028828646570908355,0.014464899858385595,0.1951244183694113,0.2794861420190168,0.18713331984624723,0.041573942949625735,0.16326117742261784,0.5064738013352216,0.4935261986647785
Horn,38549,21685,0-30.000,6536.0,30.4,300.0,2638.0,1.0,0.15419336428960545,0.15834392591247504,0.25214661858932785,0.0006537134556019611,0.5013100210122182,0.11356974240576928,0.5874601156969053,0.3469869516718981,0.09271317025084957,0.030584450958520325,0.00015305195984331631,0.012140392746893564,0.010116993955744637,0.12150769150950738,0.11377727048691276,0.00773042102259462,0.3891151521440245,0.001421567355832836,0.0508962619004384,0.00018677527302913175,0.003787387480868505,7.782303042880489e-05,0.007808244053023425,0.00018936937404342524,0.1711587849230849,0.0481465148252873,0.08915925186126748,0.46102363226024023,0.07133777789307115,0.5004539676775014,2.5941010142934965e-05,0.025577836000933878,0.0015772134166904459,0.04049391683312148,0.00021012218215777322,0.0017121066694337078,0.00010895224260032687,0.0003891151521440245,0.00012970505071467484,0.04754987159199979,0.0009338763651456588,0.0005447612130016343,0.0003631741420010895,0.00012970505071467484,0.26244519961607304,0.0067965446574489614,0.03151832732366598,0.02684894549793769,0.049780798464292196,0.04604529300370956,0.019507639627487094,0.19292329243300735,0.23173104360683805,0.195050455264728,0.04825027886585904,0.15834392591247504,0.48813198785960726,0.5118680121403928
Hummelsbüttel,17655,38135,35.001-40.000,1944.0,40.6,533.0,3263.0,1.0,0.17428490512602662,0.25029736618521664,0.1428490512602662,0.0008099688473520249,0.34228263947890114,0.0887000849617672,0.4864910790144435,0.20606060606060606,0.10218068535825545,0.027924100821297083,0.0005154347210421977,0.008666100254885302,0.009855564995751912,0.11096006796941377,0.09612007929764939,0.014839988671764373,0.3371849334466157,0.003154913622203342,0.03081280090625885,0.0002888700084961767,0.0022656471254602095,0.00013027470971396204,0.005664117813650524,0.0002492211838006231,0.10648541489662985,0.02747097139620504,0.05318606627017842,0.44587935429056924,0.15598980458793543,0.45771736052109885,0.0009629000283205891,0.12608326253186067,0.005018408382894364,0.1146417445482866,0.001416029453412631,0.06315491362220334,0.0031209289153214387,0.0005664117813650524,5.664117813650524e-05,0.05828377230246389,0.0007929764939110733,0.0005664117813650524,0.0006230529595015577,0.00011328235627301047,0.4094590767487964,0.023166241857830644,0.02758425375247805,0.028830359671481166,0.059303313508920985,0.058566978193146414,0.02095723591050694,0.09747946757292551,0.18181818181818182,0.21427357689039933,0.06088926649674313,0.25029736618521664,0.513792126876239,0.48620787312376096
Iserbrook,11324,39439,35.001-40.000,4241.0,42.1,578.0,3749.0,1.0,0.17820558106676085,0.2530024726245143,0.08256799717414341,0.000732956552454963,0.21264570823030732,0.06013776050865419,0.49708583539385376,0.22324267043447546,0.1095019427764041,0.025697633345107735,0.00023843164959378314,0.008477569763334511,0.016160367361356412,0.0944012716354645,0.08009537265983752,0.014305898975626986,0.34316495937831154,0.005060049452490286,0.02340162486753797,0.0003444012716354645,0.0010596962204168139,0.00010596962204168138,0.005298481102084069,0.0003973860826563052,0.05430943129636171,0.012009890498057224,0.031172730483927942,0.48913811374072763,0.21820911338749557,0.5017661603673613,0.0045037089367714585,0.20284351819145177,0.0074090427410808905,0.011656658424584953,0.00020310844224655597,0.0,0.0,0.0007064641469445425,0.00026492405510420347,0.05916637230660544,0.0007947721653126104,0.0006181561285764748,0.0005298481102084069,8.830801836806782e-05,0.4132815259625574,0.03647121158601201,0.029759802190038855,0.029406570116566583,0.06181561285764747,0.057223595902507945,0.02101730837160014,0.08680678205581067,0.17696926880960792,0.23339809254680324,0.05060049452490286,0.2530024726245143,0.5354115153655952,0.46458848463440483
